consent,prolific_id,work_status,ai_tools_use,ai_tools_frequency,mentally_taxed_ai_prompts,ai_info_trust_drains_focus,switching_ideas_ai_flow_harder,meta_thinking_when_using_ai,lose_track_own_vs_ai_thoughts,brief_ai_sessions_mind_cluttered,rely_ai_suggestions_decisions,follow_ai_over_instinct,less_confident_without_ai_input,ai_decides_detached_from_outcome,question_if_decision_truly_mine_ai,ai_blurs_judgment_automation,worry_ai_weakens_independent_decisions,mind_replays_ai_interactions,hard_to_switch_off_after_ai,need_time_away_to_feel_myself,short_ai_breaks_clear_head,day_disconnected_ai_calm_grounded,uneasy_without_ai_long_periods,open_text_ai_effects_on_thinking,age_group,country,gender
Yes,67d5d7068c0132f8de37783d,Employed part-time,Yes,Sometimes,4,5,4,5,2,4,3,2,2,3,2,3,4,3,4,5,6,6,2,"Using digital and AI tools helps me get things done, but they can leave my mind feeling a bit cluttered if I use them too long. I still rely mostly on my own judgment, and I need regular breaks from screens to think clearly and reset.",45 - 54,US,Man
Yes,67ed8f12809e993b465ce944,Employed full time,Yes,Everyday,6,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,"Using digital or AI tools can make it easier for me to think clearly because they help organize information, explain complex ideas, and offer quick guidance when I feel stuck.",35 - 44,US,Man
Yes,67f8c966e81fca013fa2407a,Unpaid full-time carer fo non-family member,Yes,Everyday,6,2,1,6,1,3,2,1,1,4,1,1,1,3,3,2,5,2,1,"I sometime get annoyed when ChatGPT fails to follow instruction which can leave me feeling stressed out for a while.  I tend to go away and calm down and then rather get back involved in a prompt tussle again, interrogate it for why it is behaving the way it is and how to avoid unwanted outcomes, which has been very successful.  I don't believe AI particularly affects my ability to think clearly or make decisions at all.",45 - 54,UK,Man
Yes,67ffe7ee37d3872d3a58e34c,Self-employed / freelance,Yes,Occasionally,3,4,5,5,3,4,4,2,2,4,5,5,6,2,3,5,6,6,2,"It makes me feel less confident with making decisions on my own. I would rather use my cognitive skills to stay sharp, and not be too reliant on AI.",55 - 65,US,Woman
Yes,680d2d86e66d1e2a91357982,Employed full time,Yes,Occasionally,3,3,4,4,3,4,2,5,1,5,6,6,5,4,5,6,5,5,5,I find my self relying on it like it’s my work when it’s really not.. ,35 - 44,US,Man
Yes,68b15013c20781db32cb7ece,Employed part-time,Yes,Very often,1,4,2,6,2,1,2,1,1,1,3,3,1,3,1,6,7,5,6,"I find using AI tools very convenient because they allows me to get the information and ideas I want while saving time. Even if the AI tool gives me various advice, I will make decisions after thinking about it myself and will not rely solely on the AI tool. For example, when I ask the AI tool for advice on self-care, it gives me a variety of useful information, which is very helpful in maintaining peace of mind. I think the type of text that users input into the AI tool is also an important key to reaping the benefits of using AI tools.",35 - 44,US,Woman
Yes,69150c3790edcc1addc3c30e,Employed full time,Yes,Sometimes,2,4,2,1,3,2,3,3,4,3,3,1,3,1,1,4,4,4,1,"I have to repeat the thought in order to communicate it to my AI tool. Once I receive feedback from it, I have to assess the response and then ask it follow-up questions. Although it's designed to help, there's still a lot of work involved in using AI output.",25 - 34,US,Woman
Yes,69161a0c7a4efeab141a7d19,Employed part-time,No,Rarely,1,2,1,1,3,2,1,1,1,6,4,5,6,1,1,2,3,2,1,I think using AI can leave the user feeling detached rather quickly and has a negative effect on their cognitive abilities ,18 - 24,Ireland,Man
Yes,691620ee5918a662d554779b,Student,Yes,Very often,3,6,3,6,1,4,1,1,5,2,6,7,7,3,1,1,6,3,1,"At times it provides too much information to absorb, so I have to ask it to condense the information so that I am able to use the most relevant pieces and then research those on my own.",18 - 24,UK,Woman
Yes,69173338e63cb8d32cf1173e,Employed part-time,No,Sometimes,6,7,5,4,5,5,1,1,3,7,6,4,6,3,3,2,5,5,1,While ai can help in certain situations i find it dives too in depth for my work in college and is not exactly the information i am looking for so i often find myself conflicted between my own thoughts and what ai is telling me.,18 - 24,Ireland,Man
Yes,6917692f17dd86fb7ad387b9,Employed full time,Yes,Everyday,5,4,1,5,4,1,1,4,1,2,5,5,6,4,2,7,3,1,4,it helps me to think swiftly  making it align with my own personal thoughts in achieving my goals which can somehow reduce mental stress for me like  overthinking.,25 - 34,Ireland,Woman
Yes,691769fb0d1b934f947b35f0,Student,Yes,Sometimes,5,3,2,3,5,2,1,1,1,1,2,4,2,1,1,1,1,1,1,"I don't think it has any negative impact on my ability to think clearly, make decisions, or rest my mind. I think it is a tool to come up with more ideas to help me make a more informed decision",18 - 24,New Zealand,Man
Yes,691782f0fb216cca524fccfd,Unemployed and looking for work,Yes,Rarely,5,5,3,4,1,2,3,2,5,6,1,2,5,2,2,5,5,5,1,"I feel that AI tools like LLMs help to surface information and information-leads that I can follow, and organizes it into a structured way that's easier for me to digest than doing broad research from scratch. This can make me feel more confident to come to a conclusion or decision, which is mentally positive. Other AI tools such as image/video/music generation, help me to relax in a manner similar to listening to music or other creative endeavours.",45 - 54,New Zealand,Man
Yes,6917d7e167b86e562032b285,Student,Yes,Occasionally,3,2,3,5,3,3,2,4,2,5,6,6,6,1,1,1,4,3,3,"I don't use AI all that much, but when I do I use it as a supplement to what I already know. Sometimes I use it to summarize a long article, which helps me maintain focus.",35 - 44,US,Man
Yes,8C01E7766DE1428F9EC4F8DA23AC316F,Employed full time,Yes,Very often,2,4,4,2,2,1,1,3,4,1,1,2,2,1,1,3,1,1,1,I dont think it affects my ability to think clearly. In a way I think that it actually helps me think more clearly because Im more aware ,45 - 54,US,Woman
